Vaccine,Dose,Geography Type,Geography,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size,State,HHS Region
Pneumococcal,,States/Local Areas,West Virginia,2022,18-64 Years at Increased Risk,Overall,33.3,30.3 to 36.4,1277.0,West Virginia,Region 3
Pneumococcal,,States/Local Areas,West Virginia,2022,>=65 Years,Overall,71.9,69.4 to 74.5,1836.0,West Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,West Virginia,2022,50-64 Years,Overall,64.5,61.4 to 67.7,1186.0,West Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,West Virginia,2022,>=65 Years,Overall,53.3,50.4 to 56.2,1676.0,West Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,West Virginia,2022,>=18 Years,Overall,65.6,63.9 to 67.4,4225.0,West Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,West Virginia,2022,18-49 Years,Overall,73.3,70.5 to 76.1,1363.0,West Virginia,Region 3
Tetanus,Tdap,States/Local Areas,West Virginia,2022,>=18 Years,Overall,39.1,36.9 to 41.3,2999.0,West Virginia,Region 3
Tetanus,Tdap,States/Local Areas,West Virginia,2022,18-64 Years,Overall,45.8,43.0 to 48.6,1802.0,West Virginia,Region 3
Tetanus,Tdap,States/Local Areas,West Virginia,2022,>=65 Years,Overall,21.2,18.6 to 23.8,1197.0,West Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Texas,2022,>=18 Years,Overall,34.8,32.8 to 36.7,7655.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2022,>=65 Years,Overall,28.1,24.8 to 31.5,2471.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2022,18-64 Years,Overall,36.2,34.0 to 38.5,5184.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2022,50-64 Years,Overall,62.8,59.5 to 66.1,2768.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2022,>=65 Years,Overall,58.3,55.3 to 61.4,3710.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2022,18-49 Years,Overall,60.4,57.9 to 62.8,4605.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2022,>=18 Years,Overall,60.5,58.8 to 62.2,11083.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2022,>=65 Years,Overall,69.4,66.7 to 72.0,3914.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2022,18-64 Years at Increased Risk,Overall,31.2,27.9 to 34.4,2675.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2014,>=65 Years,Overall,67.9,65.2 to 70.5,4830.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2017,18-64 Years at Increased Risk,Overall,34.9,31.0 to 38.7,2223.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2018,>=65 Years,Overall,71.3,67.4 to 75.2,3572.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2019,50-64 Years,Overall,66.2,62.5 to 69.9,2504.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2013,>=65 Years,Overall,50.6,47.5 to 53.7,2840.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2010,>=65 Years,Overall,64.7,61.8 to 67.6,2673.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2009,>=65 Years,Overall,63.7,60.3 to 67.1,1477.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2018,50-64 Years,Overall,65.5,60.9 to 70.1,2182.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2014,>=65 Years,Overall,53.0,49.2 to 56.9,2059.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2015,>=65 Years,Overall,52.9,49.4 to 56.5,2071.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2017,>=65 Years,Overall,54.0,49.2 to 58.8,3662.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2018,>=65 Years,Overall,60.2,56.1 to 64.3,3101.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2012,>=65 Years,Overall,64.8,61.2 to 68.5,1193.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2016,>=65 Years,Overall,52.0,48.4 to 55.6,3997.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2019,>=65 Years,Overall,64.7,61.6 to 67.8,3739.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2020,>=60 Years,Overall,41.7,38.4 to 45.1,3726.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2014,50-64 Years,Overall,54.9,50.6 to 59.1,1744.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2012,50-64 Years,Overall,69.0,65.4 to 72.7,1086.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2015,50-64 Years,Overall,64.8,60.9 to 68.7,1565.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2018,>=65 Years,Overall,37.9,34.0 to 41.8,3478.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2019,>=65 Years,Overall,43.4,40.3 to 46.6,3853.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2016,50-64 Years,Overall,56.4,52.8 to 60.0,2838.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2017,50-64 Years,Overall,58.8,54.5 to 63.1,2501.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2013,50-64 Years,Overall,54.7,51.5 to 57.8,2579.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2010,18-49 Years,Overall,70.7,67.6 to 73.8,2720.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2012,18-49 Years,Overall,69.1,66.0 to 72.1,1450.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2014,18-49 Years,Overall,54.2,50.8 to 57.6,1988.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2015,18-49 Years,Overall,56.6,52.8 to 60.5,1594.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2010,50-64 Years,Overall,69.7,66.6 to 72.7,2463.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2009,50-64 Years,Overall,73.5,70.4 to 76.7,1591.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2017,18-49 Years,Overall,58.1,54.7 to 61.5,2611.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2018,18-49 Years,Overall,61.7,58.0 to 65.4,2788.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2019,18-49 Years,Overall,65.7,63.0 to 68.5,3471.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2016,18-49 Years,Overall,63.0,60.5 to 65.6,3241.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2013,18-49 Years,Overall,59.2,56.9 to 61.6,3375.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2009,18-49 Years,Overall,68.9,65.4 to 72.3,1824.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2020,>=65 Years,Overall,70.8,67.3 to 74.3,2768.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2019,>=18 Years,Overall,65.6,63.8 to 67.5,9714.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2011,18-64 Years at Increased Risk,Overall,31.2,28.5 to 34.0,3109.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2010,18-64 Years at Increased Risk,Overall,27.9,25.0 to 30.7,3643.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2009,18-64 Years at Increased Risk,Overall,24.2,21.2 to 27.3,2291.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2008,18-64 Years at Increased Risk,Overall,21.3,18.6 to 24.0,2284.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2017,>=18 Years,Overall,57.5,55.1 to 59.8,8774.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2018,>=18 Years,Overall,62.4,60.0 to 64.8,8071.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2012,>=18 Years,Overall,68.4,66.3 to 70.5,3729.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2013,>=18 Years,Overall,56.6,55.0 to 58.3,8794.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2010,>=18 Years,Overall,69.6,67.5 to 71.6,7856.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2014,>=18 Years,Overall,54.2,51.8 to 56.6,5791.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2015,>=18 Years,Overall,58.1,55.6 to 60.6,5230.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2009,>=18 Years,Overall,69.2,66.8 to 71.5,4892.0,Texas,Region 6
Tetanus,Td or Tdap,States/Local Areas,Texas,2016,>=18 Years,Overall,59.5,57.7 to 61.4,10076.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2019,>=65 Years,Overall,71.1,68.0 to 74.2,3996.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2018,18-64 Years at Increased Risk,Overall,26.7,23.1 to 30.3,2215.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2010,>=65 Years,Overall,16.2,14.1 to 18.4,2840.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2017,>=65 Years,Overall,41.7,37.5 to 45.9,4141.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2014,>=65 Years,Overall,33.3,30.8 to 35.8,4922.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2012,>=65 Years,Overall,22.2,19.4 to 25.0,1276.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2020,60-64 Years,Overall,30.2,23.8 to 36.7,889.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2010,>=60 Years,Overall,14.4,12.5 to 16.2,3746.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2012,>=60 Years,Overall,18.4,16.1 to 20.7,1669.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2019,60-64 Years,Overall,28.7,23.1 to 34.3,956.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2018,60-64 Years,Overall,21.2,16.1 to 26.3,858.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2012,60-64 Years,Overall,10.0,6.3 to 13.7,393.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2010,60-64 Years,Overall,10.2,6.8 to 13.6,906.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2014,60-64 Years,Overall,20.4,16.8 to 24.0,1430.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2017,60-64 Years,Overall,24.6,19.0 to 30.2,1115.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2020,>=65 Years,Overall,46.4,42.5 to 50.2,2837.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2020,18-64 Years at Increased Risk,Overall,29.5,25.9 to 33.1,2354.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2015,>=65 Years,Overall,70.9,68.2 to 73.6,4598.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2014,18-64 Years at Increased Risk,Overall,30.0,27.4 to 32.5,2936.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2021,>=65 Years,Overall,69.0,65.9 to 72.1,2906.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2016,>=65 Years,Overall,71.3,68.0 to 74.5,4227.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2013,18-64 Years at Increased Risk,Overall,33.5,30.4 to 36.5,2127.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2012,18-64 Years at Increased Risk,Overall,27.3,24.6 to 29.9,1937.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2019,18-64 Years at Increased Risk,Overall,33.0,29.6 to 36.4,2225.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Washington,2017,>=60 Years,Overall,48.9,47.2 to 50.6,5572.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2019,>=18 Years,Overall,57.1,55.7 to 58.6,7686.0,Washington,Region 10
Zoster (Shingles),,States/Local Areas,Washington,2014,>=60 Years,Overall,44.4,42.6 to 46.2,4609.0,Washington,Region 10
Zoster (Shingles),,States/Local Areas,Washington,2023,>=65 Years,Overall,67.6,66.2 to 69.1,9088.0,Washington,Region 10
Zoster (Shingles),,States/Local Areas,Washington,2023,>=60 Years,Overall,63.4,62.1 to 64.7,11387.0,Washington,Region 10
Pneumococcal,,States/Local Areas,Washington,2023,>=65 Years,Overall,75.6,74.2 to 76.9,8845.0,Washington,Region 10
Pneumococcal,,States/Local Areas,Washington,2023,18-64 Years at Increased Risk,Overall,38.6,36.8 to 40.4,4496.0,Washington,Region 10
Zoster (Shingles),,States/Local Areas,Washington,2023,60-64 Years,Overall,51.4,48.6 to 54.1,2299.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2016,>=18 Years,Overall,44.5,43.1 to 45.8,9246.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2013,>=18 Years,Overall,47.0,45.4 to 48.5,7456.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2019,18-64 Years,Overall,59.0,57.2 to 60.7,4775.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2013,>=65 Years,Overall,39.5,37.0 to 42.1,2493.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2016,18-64 Years,Overall,47.1,45.5 to 48.7,5881.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2013,18-64 Years,Overall,48.6,46.8 to 50.4,4963.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2019,>=65 Years,Overall,50.6,48.2 to 53.0,2911.0,Washington,Region 10
Tetanus,Tdap,States/Local Areas,Washington,2016,>=65 Years,Overall,33.9,32.0 to 35.9,3365.0,Washington,Region 10
Pneumococcal,,States/Local Areas,Puerto Rico,2023,>=65 Years,Overall,41.8,37.1 to 46.5,1157.0,Puerto Rico,Region 2
Zoster (Shingles),,States/Local Areas,Puerto Rico,2023,>=65 Years,Overall,29.3,25.0 to 33.7,1187.0,Puerto Rico,Region 2
Zoster (Shingles),,States/Local Areas,Puerto Rico,2023,>=60 Years,Overall,25.8,22.4 to 29.3,1623.0,Puerto Rico,Region 2
Pneumococcal,,States/Local Areas,Puerto Rico,2023,18-64 Years at Increased Risk,Overall,15.6,13.0 to 18.2,1123.0,Puerto Rico,Region 2
Zoster (Shingles),,States/Local Areas,Puerto Rico,2023,60-64 Years,Overall,14.7,10.8 to 18.6,436.0,Puerto Rico,Region 2
Tetanus,Tdap,States/Local Areas,Puerto Rico,2019,>=18 Years,Overall,10.5,9.2 to 11.8,3612.0,Puerto Rico,Region 2
Tetanus,Tdap,States/Local Areas,Puerto Rico,2019,18-64 Years,Overall,11.9,10.3 to 13.5,2466.0,Puerto Rico,Region 2
Tetanus,Tdap,States/Local Areas,Puerto Rico,2019,>=65 Years,Overall,6.5,4.8 to 8.2,1146.0,Puerto Rico,Region 2
Pneumococcal,,States/Local Areas,IL-City of Chicago,2013,>=65 Years,Overall,64.7,57.7 to 71.7,361.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2012,>=65 Years,Overall,58.6,52.7 to 64.5,439.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2011,>=65 Years,Overall,54.7,48.5 to 61.0,428.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2010,>=65 Years,Overall,61.0,56.7 to 65.4,904.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,IL-City of Chicago,2013,50-64 Years,Overall,42.1,35.5 to 48.8,354.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,IL-City of Chicago,2013,18-49 Years,Overall,56.7,50.6 to 62.9,391.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2014,>=65 Years,Overall,61.2,55.2 to 67.1,459.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2009,>=65 Years,Overall,57.3,52.0 to 62.5,535.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2008,>=65 Years,Overall,53.0,47.6 to 58.4,466.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,IL-City of Chicago,2014,>=65 Years,Overall,27.8,22.9 to 32.8,462.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,IL-City of Chicago,2013,>=18 Years,Overall,49.9,45.9 to 54.0,1102.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2013,18-64 Years at Increased Risk,Overall,32.3,24.7 to 39.8,259.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2015,>=65 Years,Overall,69.2,64.5 to 73.9,621.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2014,18-64 Years at Increased Risk,Overall,33.2,26.8 to 39.7,326.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,IL-City of Chicago,2014,>=60 Years,Overall,25.3,21.1 to 29.5,610.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2015,18-64 Years at Increased Risk,Overall,36.5,30.2 to 42.9,381.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,IL-City of Chicago,2014,60-64 Years,Overall,19.0,11.1 to 27.0,148.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2011,18-64 Years at Increased Risk,Overall,30.6,23.6 to 37.5,338.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2010,18-64 Years at Increased Risk,Overall,29.3,24.2 to 34.5,645.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2009,18-64 Years at Increased Risk,Overall,25.1,19.2 to 31.1,391.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2008,18-64 Years at Increased Risk,Overall,21.9,16.5 to 27.3,387.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,IL-City of Chicago,2013,>=65 Years,Overall,42.7,36.0 to 49.4,357.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,IL-City of Chicago,2012,18-64 Years at Increased Risk,Overall,26.4,19.7 to 33.2,282.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2023,18-64 Years at Increased Risk,Overall,32.6,28.4 to 36.8,993.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,Illinois,2023,60-64 Years,Overall,39.9,32.6 to 47.3,418.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2023,>=65 Years,Overall,71.8,68.3 to 75.3,1400.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,Illinois,2023,>=65 Years,Overall,53.0,49.2 to 56.8,1419.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,Illinois,2023,>=60 Years,Overall,49.4,46.0 to 52.8,1837.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,Illinois,2017,>=60 Years,Overall,35.4,33.1 to 37.7,2247.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2016,>=18 Years,Overall,30.7,28.8 to 32.6,3294.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2013,>=18 Years,Overall,27.9,25.8 to 29.9,3866.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2019,>=65 Years,Overall,34.8,31.3 to 38.3,978.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2016,>=65 Years,Overall,19.1,16.4 to 21.8,1111.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2016,18-64 Years,Overall,33.6,31.3 to 35.9,2183.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2019,18-64 Years,Overall,45.0,42.6 to 47.3,2309.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2013,>=65 Years,Overall,16.3,13.5 to 19.1,1309.0,Illinois,Region 5
Tetanus,Tdap,States/Local Areas,Illinois,2013,18-64 Years,Overall,30.5,28.1 to 33.0,2557.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2017,>=65 Years,Overall,73.8,71.3 to 76.3,1745.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2016,>=65 Years,Overall,69.6,66.7 to 72.5,1489.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2021,>=65 Years,Overall,70.9,66.9 to 75.0,874.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2013,18-64 Years at Increased Risk,Overall,29.7,26.3 to 33.2,1226.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2018,18-64 Years at Increased Risk,Overall,28.3,25.3 to 31.3,1176.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2019,>=65 Years,Overall,69.0,66.1 to 71.9,1459.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2015,18-64 Years at Increased Risk,Overall,34.9,31.2 to 38.5,1045.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2021,18-64 Years at Increased Risk,Overall,31.2,26.4 to 36.1,596.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2015,>=65 Years,Overall,69.5,66.7 to 72.3,1636.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2020,18-64 Years at Increased Risk,Overall,27.3,22.7 to 31.8,675.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2014,18-64 Years at Increased Risk,Overall,29.5,26.0 to 32.9,1093.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,Illinois,2017,>=65 Years,Overall,39.4,36.7 to 42.1,1752.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2012,>=65 Years,Overall,63.7,60.8 to 66.6,1907.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2013,>=65 Years,Overall,64.6,61.2 to 68.1,1712.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2011,>=65 Years,Overall,62.5,59.3 to 65.6,1695.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2017,18-64 Years at Increased Risk,Overall,35.7,32.2 to 39.1,1077.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2010,>=65 Years,Overall,61.9,58.9 to 64.9,1652.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,Illinois,2016,18-49 Years,Overall,62.0,59.2 to 64.9,1614.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,Illinois,2013,18-49 Years,Overall,61.3,58.4 to 64.2,1806.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,Illinois,2019,18-49 Years,Overall,71.1,68.8 to 73.4,2001.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,Illinois,2013,50-64 Years,Overall,48.3,44.8 to 51.7,1558.0,Illinois,Region 5
Pneumococcal,,States/Local Areas,Illinois,2018,>=65 Years,Overall,68.6,65.6 to 71.6,1417.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,Illinois,2020,>=65 Years,Overall,38.8,35.1 to 42.5,1115.0,Illinois,Region 5
Zoster (Shingles),,States/Local Areas,Illinois,2014,>=65 Years,Overall,31.1,28.3 to 34.0,1569.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,Illinois,2016,50-64 Years,Overall,57.3,54.1 to 60.6,1238.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,Illinois,2016,>=65 Years,Overall,46.6,43.5 to 49.8,1409.0,Illinois,Region 5
Tetanus,Td or Tdap,States/Local Areas,Illinois,2019,50-64 Years,Overall,65.9,63.0 to 68.8,1327.0,Illinois,Region 5
